Site,Year,Season,Initial_depth,Final_depth,Video.transect,Zone,Abudefduf_troschelii,Acanthurus_xanthopterus,Alphestes_immaculatus,Anisotremus_interruptus,Apogon_sp,Arothron_meleagris,Azurina_atrilobata,Balistes_polylepis,Bodianus_diplotaenia,Bodianus_pulcher,Canthigaster_punctatissima,Caranx_caballus,Caulolatilus_princeps,Cephalopholis_colonus,Cephalopholis_panamensis,Chaetodon_humeralis,Chanos_chanos,Chilomycterus_reticulatus,Chromis_alta,Chromis_limbaughi,Cirrhitichthys_oxycephalus,Diodon_holocanthus,Diodon_hystrix,Epinephelus_labriformis,Epinephelus_quinquefasciatus,Fistularia_commersonii,Gymnothorax_castaneus,Haemulon_flaviguttatum,Haemulon_maculicauda,Haemulon_sexfasciatum,Halichoeres_dispilus,Halichoeres_melanotis,Halichoeres_nicholsi,Halichoeres_sp,Heteroconger_sp,Heterodontus_francisci,Holacanthus_passer,Hoplopagrus_guentherii,Hypanus_dipterurus,Johnrandallia_nigrirostris,Kyphosus_elegans,Kyphosus_sp,Kyphosus_vaigiensis,Liopropoma_fasciatum,Lutjanus_argentiventris,Lutjanus_guttatus,Lutjanus_jordani,Lutjanus_novemfasciatus,Lutjanus_sp,Lutjanus_viridis,Microspathodon_dorsalis,Mulloidichthys_dentatus,Mycteroperca_jordani,Mycteroperca_prionura,Mycteroperca_rosacea,Mycteroperca_sp,Myripristis_leiognathus,Ophioblennius_steindachneri,Ostracion_meleagris,Oxycirrhites_typus,Paralabrax_auroguttatus,Plagiotremus_azaleus,Pomacanthus_zonipectus,Prionurus_laticlavius,Pristigenys_serrula,Prognathodes_falcifer,Pronotogrammus_multifasciatus,Pseudobalistes_naufragium,Pseudupeneus_grandisquamis,Rypticus_bicolor,Rypticus_sp,Sardinops_sagax,Scarus_ghobban,Scarus_perrico,Scarus_rubroviolaceus,Scarus_sp,Scorpaena_guttata,Scorpaena_sp,Seriola_lalandi,Seriola_rivoliana,Serranus_psittacinus,Sphyraena_argentea,Squatina_californica,Stegastes_flavilatus,Stegastes_rectifraenum,Stegastes_sp,Sufflamen_verres,Synodus_lacertinus,Thalassoma_lucasanum,Urobatis_concentricus,Urobatis_halleri,Urobatis_maculatus,Urobatis_sp,Xyrichtys_sp,Zanclus_cornutus,Zapteryx_exasperata
Los Islotes,2021,Spring,11.05,16.95,ISE_25Jun21_12de14,Shallow,0,0,0,0,0,0,37,1,1,0,0,0,0,614,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,15.76,23.42,ISE_25Jun21_13de14,Shallow,0,0,0,0,0,0,51,0,1,0,0,0,0,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,23.07,26.79,ISE_25Jun21_14de14,Mesophotic,0,0,0,0,0,0,0,2,0,0,0,0,0,321,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,55.49,57.08,ISE_25Jun21_1de14,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2
Los Islotes,2021,Spring,58.47,59.06,ISE_25Jun21_2de14,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Los Islotes,2021,Spring,58.28,42.24,ISE_25Jun21_3de14,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,66.83,58.61,ISE_25Jun21_4de14,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,38.29,27.87,ISE_25Jun21_5de14,Mesophotic,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,24.18,24.23,ISE_25Jun21_6de14,Mesophotic,0,0,0,0,0,0,0,0,1,0,0,0,0,142,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,22.52,22.54,ISE_25Jun21_7de14,Mesophotic,0,0,0,0,0,0,6,3,9,0,0,0,0,251,0,0,0,0,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Los Islotes,2021,Spring,18.53,15.26,ISE_25Jun21_8de14,Shallow,0,0,0,0,0,0,10,54,2,0,0,0,0,224,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,19.52,17.44,ISE_25Jun21_9de14,Shallow,0,0,0,0,0,0,0,70,2,0,0,0,0,254,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,49.39,56.33,ISE2_25Jun21_1de7,Mesophotic,0,0,0,0,0,0,0,0,1,0,0,0,2,271,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Los Islotes,2021,Spring,56.73,58.12,ISE2_25Jun21_2de7,Mesophotic,0,0,0,0,0,0,0,0,4,0,0,0,2,43,0,4,0,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,57.58,61.23,ISE2_25Jun21_3de7,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Los Islotes,2021,Spring,58.51,57.44,ISE2_25Jun21_4de7,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,57.95,59.49,ISE2_25Jun21_5de7,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,2,59,0,1,0,0,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2021,Spring,59.56,59.77,ISE2_25Jun21_6de7,Mesophotic,0,0,0,0,0,0,0,0,1,0,0,0,1,110,0,4,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0
Los Islotes,2021,Spring,59.16,59.01,ISE2_25Jun21_7de7,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,0,104,0,1,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,37.77,43.24,PLO_14Jun21_1de4,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Punta Lobos,2021,Spring,39.92,38.81,PLO_14Jun21_2de4,Mesophotic,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,40.51,44.36,PLO_14Jun21_3de4,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,43.48,34.5,PLO_14Jun21_4de4,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Fall,11.11,10.8,PLO_19Oct21_1de9,Shallow,68,0,0,0,0,0,171,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,2,0,3,0,0,0,0,0,7,8,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0
Punta Lobos,2021,Fall,9.45,22.06,PLO_19Oct21_2de9,Shallow,32,2,0,2,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,3,0,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Punta Lobos,2021,Fall,22.09,12.68,PLO_19Oct21_3de9,Shallow,3,2,0,0,0,0,0,0,5,0,0,0,0,37,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Punta Lobos,2021,Fall,13.27,15.86,PLO_19Oct21_4de9,Shallow,0,2,0,0,0,0,0,0,2,0,0,3,0,29,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,8,0
Punta Lobos,2021,Fall,13.25,13.75,PLO_19Oct21_5de9,Shallow,3,1,0,0,0,0,226,0,1,0,0,0,0,18,0,0,3,1,0,1,0,15,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Fall,14.04,18.05,PLO_19Oct21_6de9,Shallow,82,0,0,0,0,0,383,1,2,0,0,0,0,8,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,7,1,72,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
Punta Lobos,2021,Fall,13.36,12.8,PLO_19Oct21_7de9,Shallow,4,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,141,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,1,0
Punta Lobos,2021,Fall,13.33,11,PLO_19Oct21_8de9,Shallow,0,0,0,0,0,1,185,2,1,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,0
Punta Lobos,2021,Fall,11.12,14.23,PLO_19Oct21_9de9,Shallow,17,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,37.8,43.24,PLO_25Jun21_1de5,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,39.92,38.84,PLO_25Jun21_2de5,Mesophotic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,40.42,44.36,PLO_25Jun21_3de5,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,46.42,24.7,PLO_25Jun21_4de5,Mesophotic,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,20.13,0.93,PLO_25Jun21_5de5,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,28.37,35.67,PLO2_14Jun21_1de6,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,35.49,42.15,PLO2_14Jun21_2de6,Mesophotic,0,0,0,0,0,0,0,7,5,0,0,0,0,52,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,42.35,37.17,PLO2_14Jun21_3de6,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,35.83,34.84,PLO2_14Jun21_4de6,Mesophotic,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Spring,34.68,35.14,PLO2_14Jun21_5de6,Mesophotic,0,0,0,0,0,1,0,9,6,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Fall,67.24,68.62,PLO2_19Oct21_1de9,Mesophotic,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Fall,62.64,60.33,PLO2_19Oct21_2de9,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Punta Lobos,2021,Fall,62.89,61.48,PLO2_19Oct21_3de9,Mesophotic,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Fall,53.84,58.85,PLO2_19Oct21_4de9,Mesophotic,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Punta Lobos,2021,Fall,65.28,54.92,PLO2_19Oct21_5de9,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,0,387,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2021,Fall,55.34,44.91,PLO2_19Oct21_7de9,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
