Site,Year,Season,Initial_depth,Final_depth,Video.transect,Zone,Abudefduf_troschelii,Acanthurus_xanthopterus,Alphestes_immaculatus,Anisotremus_interruptus,Apogon_sp,Arothron_meleagris,Azurina_atrilobata,Balistes_polylepis,Bodianus_diplotaenia,Bodianus_pulcher,Canthigaster_punctatissima,Caranx_caballus,Caulolatilus_princeps,Cephalopholis_colonus,Cephalopholis_panamensis,Chaetodon_humeralis,Chanos_chanos,Chilomycterus_reticulatus,Chromis_alta,Chromis_limbaughi,Cirrhitichthys_oxycephalus,Diodon_holocanthus,Diodon_hystrix,Epinephelus_labriformis,Epinephelus_quinquefasciatus,Fistularia_commersonii,Gymnothorax_castaneus,Haemulon_flaviguttatum,Haemulon_maculicauda,Haemulon_sexfasciatum,Halichoeres_dispilus,Halichoeres_melanotis,Halichoeres_nicholsi,Halichoeres_sp,Heteroconger_sp,Heterodontus_francisci,Holacanthus_passer,Hoplopagrus_guentherii,Hypanus_dipterurus,Johnrandallia_nigrirostris,Kyphosus_elegans,Kyphosus_sp,Kyphosus_vaigiensis,Liopropoma_fasciatum,Lutjanus_argentiventris,Lutjanus_guttatus,Lutjanus_jordani,Lutjanus_novemfasciatus,Lutjanus_sp,Lutjanus_viridis,Microspathodon_dorsalis,Mulloidichthys_dentatus,Mycteroperca_jordani,Mycteroperca_prionura,Mycteroperca_rosacea,Mycteroperca_sp,Myripristis_leiognathus,Ophioblennius_steindachneri,Ostracion_meleagris,Oxycirrhites_typus,Paralabrax_auroguttatus,Plagiotremus_azaleus,Pomacanthus_zonipectus,Prionurus_laticlavius,Pristigenys_serrula,Prognathodes_falcifer,Pronotogrammus_multifasciatus,Pseudobalistes_naufragium,Pseudupeneus_grandisquamis,Rypticus_bicolor,Rypticus_sp,Sardinops_sagax,Scarus_ghobban,Scarus_perrico,Scarus_rubroviolaceus,Scarus_sp,Scorpaena_guttata,Scorpaena_sp,Seriola_lalandi,Seriola_rivoliana,Serranus_psittacinus,Sphyraena_argentea,Squatina_californica,Stegastes_flavilatus,Stegastes_rectifraenum,Stegastes_sp,Sufflamen_verres,Synodus_lacertinus,Thalassoma_lucasanum,Urobatis_concentricus,Urobatis_halleri,Urobatis_maculatus,Urobatis_sp,Xyrichtys_sp,Zanclus_cornutus,Zapteryx_exasperata
Los Islotes,2022,Fall,17.2,21.6,ISE_24Oct22_5de10,Shallow,0,0,0,0,0,0,372,0,10,0,2,0,0,16,0,0,0,0,0,82,1,1,0,0,0,0,0,0,82,0,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0
Los Islotes,2022,Fall,15.6,10.6,ISE_24Oct22_6de10,Shallow,0,0,0,0,0,6,127,0,3,0,0,0,0,7,0,0,0,0,0,21,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0
Los Islotes,2022,Fall,9,11.7,ISE_24Oct22_7de10,Shallow,0,0,0,0,0,4,261,0,12,0,7,0,0,95,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,6,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,5,0,112,0,0,0,0,0,1,0
Los Islotes,2022,Fall,12.4,14.2,ISE_24Oct22_8de10,Shallow,0,0,0,0,0,2,742,0,13,0,1,0,0,16,2,0,0,0,0,100,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,0,1,0,20,0,0,0,0,1,8,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,31,0,0,0,0,0,1,0
Los Islotes,2022,Fall,12.8,13.4,ISE_24Oct22_9de10,Shallow,0,0,0,0,0,5,755,3,1,0,1,0,0,58,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,2,0,0,9,0,3,0,0,0,0,2,2,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,37,0,0,0,0,0,0,0
Los Islotes,2022,Spring,33,34.9,ISE2_19Abr22_1de5,Mesophotic,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,33.8,29.8,ISE2_19Abr22_2de5,Mesophotic,0,0,0,0,0,0,0,127,11,1,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,31.4,34.6,ISE2_19Abr22_3de5,Mesophotic,0,0,0,0,0,0,0,323,6,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,35.4,33,ISE2_19Abr22_4de5,Mesophotic,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Islotes,2022,Spring,31.3,30.3,ISE2_19Abr22_5de5,Mesophotic,0,0,0,0,0,0,0,192,3,0,0,0,0,0,0,4,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,33,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,15.9,14.6,PLO_20Abr22_10de10,Shallow,0,0,0,4,0,0,21,0,4,0,0,0,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,15.8,14.9,PLO_20Abr22_1de10,Shallow,0,0,0,1,0,0,40,0,11,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,10,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,16.3,13.1,PLO_20Abr22_2de10,Shallow,0,0,0,1,0,0,125,0,7,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,0,2,0,0,35,0,0,0,0,0,1,66,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,16,10.5,PLO_20Abr22_3de10,Shallow,5,1,0,0,0,0,92,0,5,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,1,0,3,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0
Punta Lobos,2022,Spring,8.4,17.8,PLO_20Abr22_4de10,Shallow,0,0,0,0,0,0,116,1,8,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,5,0,0,7,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,19.7,20.8,PLO_20Abr22_5de10,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,22.3,18.6,PLO_20Abr22_6de10,Shallow,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,17.6,15.6,PLO_20Abr22_7de10,Shallow,1,5,0,4,0,0,9,0,9,0,0,0,0,59,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,9,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,15.4,17.6,PLO_20Abr22_8de10,Shallow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,16.9,18.6,PLO_20Abr22_9de10,Shallow,0,0,0,3,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,<30,<30,PLO_25Oct22_10de10,Shallow,46,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,12,16.4,PLO_25Oct22_1de10,Shallow,17,1,0,0,0,3,0,3,2,0,3,0,0,1,0,1,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,19.9,11.6,PLO_25Oct22_2de10,Shallow,0,0,0,0,0,1,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,1,0,0,2,0,1,0,16,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,16,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,8.3,13.4,PLO_25Oct22_3de10,Shallow,166,0,0,0,0,2,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,5,0,0,0,0,0,0,3,2,53,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,12,0,2,0,11,0,0,0,0,0,1,0
Punta Lobos,2022,Fall,13.9,8,PLO_25Oct22_4de10,Shallow,10,0,0,0,0,4,169,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,15,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,5.3,8,PLO_25Oct22_5de10,Shallow,19,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,11,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,10,13,PLO_25Oct22_6de10,Shallow,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,10.5,9.9,PLO_25Oct22_7de10,Shallow,331,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,12,0,1,0,0,0,0,2,8,8,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,61,0,0,0,0,0,2,0
Punta Lobos,2022,Fall,<30,<30,PLO_25Oct22_8de10,Shallow,3,0,0,0,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,10,0,0,4,0,0,8,0,0,4,0,0,0,0,0,0,7,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,98,0,0,0,0,0,5,0
Punta Lobos,2022,Fall,<30,<30,PLO_25Oct22_9de10,Shallow,96,0,0,0,0,3,270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,>30,>30,PLO2_20Abr22_10de10,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,58.7,44.7,PLO2_20Abr22_1de10,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,43.9,40.2,PLO2_20Abr22_2de10,Mesophotic,0,0,0,0,0,0,0,0,11,5,0,0,0,58,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Punta Lobos,2022,Spring,41.5,52.1,PLO2_20Abr22_3de10,Mesophotic,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,52.1,37.8,PLO2_20Abr22_4de10,Mesophotic,0,0,0,0,1,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Punta Lobos,2022,Spring,37.2,34.1,PLO2_20Abr22_5de10,Mesophotic,0,0,0,0,0,0,0,0,11,7,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,35.2,45.5,PLO2_20Abr22_6de10,Mesophotic,0,0,0,0,0,0,0,0,2,3,0,0,0,306,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,40.8,41.2,PLO2_20Abr22_7de10,Mesophotic,0,0,0,0,1,0,0,0,2,0,0,0,0,50,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Spring,40.1,38,PLO2_20Abr22_8de10,Mesophotic,0,0,0,0,0,0,0,0,4,1,0,0,0,255,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Punta Lobos,2022,Spring,36.5,36.6,PLO2_20Abr22_9de10,Mesophotic,0,0,0,0,0,0,0,0,35,4,0,0,0,108,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,28.6,40.1,PLO2_25Oct22_1de9,Mesophotic,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,42.4,43.9,PLO2_25Oct22_2de9,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,41.4,50.6,PLO2_25Oct22_3de9,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,47,48.7,PLO2_25Oct22_4de9,Mesophotic,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,51.1,50.2,PLO2_25Oct22_5de9,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,48.1,29.2,PLO2_25Oct22_6de9,Mesophotic,0,0,0,3,0,1,0,4,1,0,0,0,0,155,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,39.9,47.8,PLO2_25Oct22_7de9,Mesophotic,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,50.5,56.9,PLO2_25Oct22_8de9,Mesophotic,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Lobos,2022,Fall,52.3,49.7,PLO2_25Oct22_9de9,Mesophotic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
